"";"DIM2";"Maakond";"DIM3";"Tegevusvaldkond";"DIM4";"Sugu";"TIME";"Vaatlusperiood";"Value"
"954";49;"Jõgeva maakond";8;"Käsitöö";1;"Mehed";2015;2015;0
"955";49;"Jõgeva maakond";8;"Käsitöö";1;"Mehed";2016;2016;0
"956";49;"Jõgeva maakond";8;"Käsitöö";1;"Mehed";2017;2017;0
"957";49;"Jõgeva maakond";8;"Käsitöö";1;"Mehed";2018;2018;0
"958";49;"Jõgeva maakond";8;"Käsitöö";2;"Naised";2008;2008;133
"959";49;"Jõgeva maakond";8;"Käsitöö";2;"Naised";2009;2009;136
"960";49;"Jõgeva maakond";8;"Käsitöö";2;"Naised";2010;2010;148
"961";49;"Jõgeva maakond";8;"Käsitöö";2;"Naised";2011;2011;148
"962";49;"Jõgeva maakond";8;"Käsitöö";2;"Naised";2012;2012;148
"963";49;"Jõgeva maakond";8;"Käsitöö";2;"Naised";2013;2013;162
"964";49;"Jõgeva maakond";8;"Käsitöö";2;"Naised";2014;2014;162
"965";49;"Jõgeva maakond";8;"Käsitöö";2;"Naised";2015;2015;162
"966";49;"Jõgeva maakond";8;"Käsitöö";2;"Naised";2016;2016;166
"967";49;"Jõgeva maakond";8;"Käsitöö";2;"Naised";2017;2017;162
"968";49;"Jõgeva maakond";8;"Käsitöö";2;"Naised";2018;2018;140
"969";49;"Jõgeva maakond";9;"Muu valdkond";1;"Mehed";2008;2008;10
"970";49;"Jõgeva maakond";9;"Muu valdkond";1;"Mehed";2009;2009;10
"971";49;"Jõgeva maakond";9;"Muu valdkond";1;"Mehed";2010;2010;10
"972";49;"Jõgeva maakond";9;"Muu valdkond";1;"Mehed";2011;2011;10
"973";49;"Jõgeva maakond";9;"Muu valdkond";1;"Mehed";2012;2012;10
"974";49;"Jõgeva maakond";9;"Muu valdkond";1;"Mehed";2013;2013;10
"975";49;"Jõgeva maakond";9;"Muu valdkond";1;"Mehed";2014;2014;10
"976";49;"Jõgeva maakond";9;"Muu valdkond";1;"Mehed";2015;2015;24
"977";49;"Jõgeva maakond";9;"Muu valdkond";1;"Mehed";2016;2016;10
"978";49;"Jõgeva maakond";9;"Muu valdkond";1;"Mehed";2017;2017;10
"979";49;"Jõgeva maakond";9;"Muu valdkond";1;"Mehed";2018;2018;10
"980";49;"Jõgeva maakond";9;"Muu valdkond";2;"Naised";2008;2008;4
"981";49;"Jõgeva maakond";9;"Muu valdkond";2;"Naised";2009;2009;4
"982";49;"Jõgeva maakond";9;"Muu valdkond";2;"Naised";2010;2010;4
"983";49;"Jõgeva maakond";9;"Muu valdkond";2;"Naised";2011;2011;4
"984";49;"Jõgeva maakond";9;"Muu valdkond";2;"Naised";2012;2012;4
"985";49;"Jõgeva maakond";9;"Muu valdkond";2;"Naised";2013;2013;4
"986";49;"Jõgeva maakond";9;"Muu valdkond";2;"Naised";2014;2014;4
"987";49;"Jõgeva maakond";9;"Muu valdkond";2;"Naised";2015;2015;17
"988";49;"Jõgeva maakond";9;"Muu valdkond";2;"Naised";2016;2016;4
"989";49;"Jõgeva maakond";9;"Muu valdkond";2;"Naised";2017;2017;4
"990";49;"Jõgeva maakond";9;"Muu valdkond";2;"Naised";2018;2018;4
"1013";51;"Järva maakond";2;"Folkloor";1;"Mehed";2008;2008;9
"1014";51;"Järva maakond";2;"Folkloor";1;"Mehed";2009;2009;10
"1015";51;"Järva maakond";2;"Folkloor";1;"Mehed";2010;2010;6
"1016";51;"Järva maakond";2;"Folkloor";1;"Mehed";2011;2011;9
"1017";51;"Järva maakond";2;"Folkloor";1;"Mehed";2012;2012;9
"1018";51;"Järva maakond";2;"Folkloor";1;"Mehed";2013;2013;9
"1019";51;"Järva maakond";2;"Folkloor";1;"Mehed";2014;2014;9
"1020";51;"Järva maakond";2;"Folkloor";1;"Mehed";2015;2015;9
"1021";51;"Järva maakond";2;"Folkloor";1;"Mehed";2016;2016;11
"1022";51;"Järva maakond";2;"Folkloor";1;"Mehed";2017;2017;11
"1023";51;"Järva maakond";2;"Folkloor";1;"Mehed";2018;2018;11
"1024";51;"Järva maakond";2;"Folkloor";2;"Naised";2008;2008;47
"1025";51;"Järva maakond";2;"Folkloor";2;"Naised";2009;2009;51
"1026";51;"Järva maakond";2;"Folkloor";2;"Naised";2010;2010;44
"1027";51;"Järva maakond";2;"Folkloor";2;"Naised";2011;2011;27
"1028";51;"Järva maakond";2;"Folkloor";2;"Naised";2012;2012;27
"1029";51;"Järva maakond";2;"Folkloor";2;"Naised";2013;2013;27
"1030";51;"Järva maakond";2;"Folkloor";2;"Naised";2014;2014;40
"1031";51;"Järva maakond";2;"Folkloor";2;"Naised";2015;2015;35
"1032";51;"Järva maakond";2;"Folkloor";2;"Naised";2016;2016;43
"1033";51;"Järva maakond";2;"Folkloor";2;"Naised";2017;2017;43
"1034";51;"Järva maakond";2;"Folkloor";2;"Naised";2018;2018;35
"1035";51;"Järva maakond";3;"Harrastusteater";1;"Mehed";2008;2008;31
"1036";51;"Järva maakond";3;"Harrastusteater";1;"Mehed";2009;2009;48
"1037";51;"Järva maakond";3;"Harrastusteater";1;"Mehed";2010;2010;51
"1038";51;"Järva maakond";3;"Harrastusteater";1;"Mehed";2011;2011;72
"1039";51;"Järva maakond";3;"Harrastusteater";1;"Mehed";2012;2012;72
"1040";51;"Järva maakond";3;"Harrastusteater";1;"Mehed";2013;2013;65
"1041";51;"Järva maakond";3;"Harrastusteater";1;"Mehed";2014;2014;120
"1042";51;"Järva maakond";3;"Harrastusteater";1;"Mehed";2015;2015;128
"1043";51;"Järva maakond";3;"Harrastusteater";1;"Mehed";2016;2016;134
"1044";51;"Järva maakond";3;"Harrastusteater";1;"Mehed";2017;2017;134
"1045";51;"Järva maakond";3;"Harrastusteater";1;"Mehed";2018;2018;68
"1046";51;"Järva maakond";3;"Harrastusteater";2;"Naised";2008;2008;74
"1047";51;"Järva maakond";3;"Harrastusteater";2;"Naised";2009;2009;83
"1048";51;"Järva maakond";3;"Harrastusteater";2;"Naised";2010;2010;88
"1049";51;"Järva maakond";3;"Harrastusteater";2;"Naised";2011;2011;113
"1050";51;"Järva maakond";3;"Harrastusteater";2;"Naised";2012;2012;113
"1051";51;"Järva maakond";3;"Harrastusteater";2;"Naised";2013;2013;101
"1052";51;"Järva maakond";3;"Harrastusteater";2;"Naised";2014;2014;179
"1053";51;"Järva maakond";3;"Harrastusteater";2;"Naised";2015;2015;180
"1054";51;"Järva maakond";3;"Harrastusteater";2;"Naised";2016;2016;184
"1055";51;"Järva maakond";3;"Harrastusteater";2;"Naised";2017;2017;184
"1056";51;"Järva maakond";3;"Harrastusteater";2;"Naised";2018;2018;99
"1057";51;"Järva maakond";4;"Koorimuusika";1;"Mehed";2008;2008;345
"1058";51;"Järva maakond";4;"Koorimuusika";1;"Mehed";2009;2009;371
"1059";51;"Järva maakond";4;"Koorimuusika";1;"Mehed";2010;2010;375
"1060";51;"Järva maakond";4;"Koorimuusika";1;"Mehed";2011;2011;388
"1061";51;"Järva maakond";4;"Koorimuusika";1;"Mehed";2012;2012;388
"1062";51;"Järva maakond";4;"Koorimuusika";1;"Mehed";2013;2013;388
"1063";51;"Järva maakond";4;"Koorimuusika";1;"Mehed";2014;2014;421
"1064";51;"Järva maakond";4;"Koorimuusika";1;"Mehed";2015;2015;413
"1065";51;"Järva maakond";4;"Koorimuusika";1;"Mehed";2016;2016;407
"1066";51;"Järva maakond";4;"Koorimuusika";1;"Mehed";2017;2017;347
"1067";51;"Järva maakond";4;"Koorimuusika";1;"Mehed";2018;2018;215
"1068";51;"Järva maakond";4;"Koorimuusika";2;"Naised";2008;2008;969
"1069";51;"Järva maakond";4;"Koorimuusika";2;"Naised";2009;2009;1021
"1070";51;"Järva maakond";4;"Koorimuusika";2;"Naised";2010;2010;1031
"1071";51;"Järva maakond";4;"Koorimuusika";2;"Naised";2011;2011;935
"1072";51;"Järva maakond";4;"Koorimuusika";2;"Naised";2012;2012;909
"1073";51;"Järva maakond";4;"Koorimuusika";2;"Naised";2013;2013;909
"1074";51;"Järva maakond";4;"Koorimuusika";2;"Naised";2014;2014;1127
"1075";51;"Järva maakond";4;"Koorimuusika";2;"Naised";2015;2015;1081
"1076";51;"Järva maakond";4;"Koorimuusika";2;"Naised";2016;2016;1107
"1077";51;"Järva maakond";4;"Koorimuusika";2;"Naised";2017;2017;1097
"1078";51;"Järva maakond";4;"Koorimuusika";2;"Naised";2018;2018;755
"1079";51;"Järva maakond";5;"Muu vokaalmuusika";1;"Mehed";2008;2008;4
"1080";51;"Järva maakond";5;"Muu vokaalmuusika";1;"Mehed";2009;2009;24
"1081";51;"Järva maakond";5;"Muu vokaalmuusika";1;"Mehed";2010;2010;28
"1082";51;"Järva maakond";5;"Muu vokaalmuusika";1;"Mehed";2011;2011;32
"1083";51;"Järva maakond";5;"Muu vokaalmuusika";1;"Mehed";2012;2012;34
"1084";51;"Järva maakond";5;"Muu vokaalmuusika";1;"Mehed";2013;2013;32
"1085";51;"Järva maakond";5;"Muu vokaalmuusika";1;"Mehed";2014;2014;48
"1086";51;"Järva maakond";5;"Muu vokaalmuusika";1;"Mehed";2015;2015;40
"1087";51;"Järva maakond";5;"Muu vokaalmuusika";1;"Mehed";2016;2016;51
"1088";51;"Järva maakond";5;"Muu vokaalmuusika";1;"Mehed";2017;2017;41
"1089";51;"Järva maakond";5;"Muu vokaalmuusika";1;"Mehed";2018;2018;32
"1090";51;"Järva maakond";5;"Muu vokaalmuusika";2;"Naised";2008;2008;9
"1091";51;"Järva maakond";5;"Muu vokaalmuusika";2;"Naised";2009;2009;112
"1092";51;"Järva maakond";5;"Muu vokaalmuusika";2;"Naised";2010;2010;119
"1093";51;"Järva maakond";5;"Muu vokaalmuusika";2;"Naised";2011;2011;126
"1094";51;"Järva maakond";5;"Muu vokaalmuusika";2;"Naised";2012;2012;122
"1095";51;"Järva maakond";5;"Muu vokaalmuusika";2;"Naised";2013;2013;122
"1096";51;"Järva maakond";5;"Muu vokaalmuusika";2;"Naised";2014;2014;149
"1097";51;"Järva maakond";5;"Muu vokaalmuusika";2;"Naised";2015;2015;164
"1098";51;"Järva maakond";5;"Muu vokaalmuusika";2;"Naised";2016;2016;177
"1099";51;"Järva maakond";5;"Muu vokaalmuusika";2;"Naised";2017;2017;169
"1100";51;"Järva maakond";5;"Muu vokaalmuusika";2;"Naised";2018;2018;129
"1101";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2008;2008;59
"1102";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2009;2009;58
"1103";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2010;2010;56
"1104";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2011;2011;56
"1105";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2012;2012;56
"1106";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2013;2013;69
"1107";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2014;2014;74
"1108";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2015;2015;70
"1109";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2016;2016;67
"1110";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2017;2017;67
"1111";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2018;2018;79
"1112";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2008;2008;114
"1113";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2009;2009;102
"1114";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2010;2010;97
"1115";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2011;2011;99
"1116";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2012;2012;99
"1117";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2013;2013;100
"1118";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2014;2014;104
"1119";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2015;2015;89
"1120";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2016;2016;72
"1121";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2017;2017;72
"1122";51;"Järva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2018;2018;90
"1123";51;"Järva maakond";7;"Rahvatants";1;"Mehed";2008;2008;233
"1124";51;"Järva maakond";7;"Rahvatants";1;"Mehed";2009;2009;249
"1125";51;"Järva maakond";7;"Rahvatants";1;"Mehed";2010;2010;273
"1126";51;"Järva maakond";7;"Rahvatants";1;"Mehed";2011;2011;243
"1127";51;"Järva maakond";7;"Rahvatants";1;"Mehed";2012;2012;233
"1128";51;"Järva maakond";7;"Rahvatants";1;"Mehed";2013;2013;225
"1129";51;"Järva maakond";7;"Rahvatants";1;"Mehed";2014;2014;290
"1130";51;"Järva maakond";7;"Rahvatants";1;"Mehed";2015;2015;382
"1131";51;"Järva maakond";7;"Rahvatants";1;"Mehed";2016;2016;351
"1132";51;"Järva maakond";7;"Rahvatants";1;"Mehed";2017;2017;371
"1133";51;"Järva maakond";7;"Rahvatants";1;"Mehed";2018;2018;302
"1134";51;"Järva maakond";7;"Rahvatants";2;"Naised";2008;2008;405
"1135";51;"Järva maakond";7;"Rahvatants";2;"Naised";2009;2009;449
"1136";51;"Järva maakond";7;"Rahvatants";2;"Naised";2010;2010;457
"1137";51;"Järva maakond";7;"Rahvatants";2;"Naised";2011;2011;462
"1138";51;"Järva maakond";7;"Rahvatants";2;"Naised";2012;2012;460
"1139";51;"Järva maakond";7;"Rahvatants";2;"Naised";2013;2013;448
"1140";51;"Järva maakond";7;"Rahvatants";2;"Naised";2014;2014;548
"1141";51;"Järva maakond";7;"Rahvatants";2;"Naised";2015;2015;667
"1142";51;"Järva maakond";7;"Rahvatants";2;"Naised";2016;2016;644
"1143";51;"Järva maakond";7;"Rahvatants";2;"Naised";2017;2017;662
"1144";51;"Järva maakond";7;"Rahvatants";2;"Naised";2018;2018;638
"1145";51;"Järva maakond";8;"Käsitöö";1;"Mehed";2008;2008;0
"1146";51;"Järva maakond";8;"Käsitöö";1;"Mehed";2009;2009;0
"1147";51;"Järva maakond";8;"Käsitöö";1;"Mehed";2010;2010;0
"1148";51;"Järva maakond";8;"Käsitöö";1;"Mehed";2011;2011;0
"1149";51;"Järva maakond";8;"Käsitöö";1;"Mehed";2012;2012;0
"1150";51;"Järva maakond";8;"Käsitöö";1;"Mehed";2013;2013;0
"1151";51;"Järva maakond";8;"Käsitöö";1;"Mehed";2014;2014;0
"1152";51;"Järva maakond";8;"Käsitöö";1;"Mehed";2015;2015;7
"1153";51;"Järva maakond";8;"Käsitöö";1;"Mehed";2016;2016;7
"1154";51;"Järva maakond";8;"Käsitöö";1;"Mehed";2017;2017;7
"1155";51;"Järva maakond";8;"Käsitöö";1;"Mehed";2018;2018;7
"1156";51;"Järva maakond";8;"Käsitöö";2;"Naised";2008;2008;79
"1157";51;"Järva maakond";8;"Käsitöö";2;"Naised";2009;2009;87
"1158";51;"Järva maakond";8;"Käsitöö";2;"Naised";2010;2010;139
"1159";51;"Järva maakond";8;"Käsitöö";2;"Naised";2011;2011;139
"1160";51;"Järva maakond";8;"Käsitöö";2;"Naised";2012;2012;139
"1161";51;"Järva maakond";8;"Käsitöö";2;"Naised";2013;2013;157
"1162";51;"Järva maakond";8;"Käsitöö";2;"Naised";2014;2014;167
"1163";51;"Järva maakond";8;"Käsitöö";2;"Naised";2015;2015;192
"1164";51;"Järva maakond";8;"Käsitöö";2;"Naised";2016;2016;215
"1165";51;"Järva maakond";8;"Käsitöö";2;"Naised";2017;2017;215
"1166";51;"Järva maakond";8;"Käsitöö";2;"Naised";2018;2018;160
"1167";51;"Järva maakond";9;"Muu valdkond";1;"Mehed";2008;2008;5
"1168";51;"Järva maakond";9;"Muu valdkond";1;"Mehed";2009;2009;51
"1169";51;"Järva maakond";9;"Muu valdkond";1;"Mehed";2010;2010;51
"1170";51;"Järva maakond";9;"Muu valdkond";1;"Mehed";2011;2011;51
"1171";51;"Järva maakond";9;"Muu valdkond";1;"Mehed";2012;2012;51
"1172";51;"Järva maakond";9;"Muu valdkond";1;"Mehed";2013;2013;51
"1173";51;"Järva maakond";9;"Muu valdkond";1;"Mehed";2014;2014;67
"1174";51;"Järva maakond";9;"Muu valdkond";1;"Mehed";2015;2015;64
"1175";51;"Järva maakond";9;"Muu valdkond";1;"Mehed";2016;2016;64
"1176";51;"Järva maakond";9;"Muu valdkond";1;"Mehed";2017;2017;79
"1177";51;"Järva maakond";9;"Muu valdkond";1;"Mehed";2018;2018;30
"1178";51;"Järva maakond";9;"Muu valdkond";2;"Naised";2008;2008;15
"1179";51;"Järva maakond";9;"Muu valdkond";2;"Naised";2009;2009;159
"1180";51;"Järva maakond";9;"Muu valdkond";2;"Naised";2010;2010;159
"1181";51;"Järva maakond";9;"Muu valdkond";2;"Naised";2011;2011;159
"1182";51;"Järva maakond";9;"Muu valdkond";2;"Naised";2012;2012;159
"1183";51;"Järva maakond";9;"Muu valdkond";2;"Naised";2013;2013;159
"1184";51;"Järva maakond";9;"Muu valdkond";2;"Naised";2014;2014;170
"1185";51;"Järva maakond";9;"Muu valdkond";2;"Naised";2015;2015;204
"1186";51;"Järva maakond";9;"Muu valdkond";2;"Naised";2016;2016;214
"1187";51;"Järva maakond";9;"Muu valdkond";2;"Naised";2017;2017;225
"1188";51;"Järva maakond";9;"Muu valdkond";2;"Naised";2018;2018;91
"1211";57;"Lääne maakond";2;"Folkloor";1;"Mehed";2008;2008;13
"1212";57;"Lääne maakond";2;"Folkloor";1;"Mehed";2009;2009;6
"1213";57;"Lääne maakond";2;"Folkloor";1;"Mehed";2010;2010;6
"1214";57;"Lääne maakond";2;"Folkloor";1;"Mehed";2011;2011;17
"1215";57;"Lääne maakond";2;"Folkloor";1;"Mehed";2012;2012;8
"1216";57;"Lääne maakond";2;"Folkloor";1;"Mehed";2013;2013;8
"1217";57;"Lääne maakond";2;"Folkloor";1;"Mehed";2014;2014;8
"1218";57;"Lääne maakond";2;"Folkloor";1;"Mehed";2015;2015;11
"1219";57;"Lääne maakond";2;"Folkloor";1;"Mehed";2016;2016;10
"1220";57;"Lääne maakond";2;"Folkloor";1;"Mehed";2017;2017;10
"1221";57;"Lääne maakond";2;"Folkloor";1;"Mehed";2018;2018;5
"1222";57;"Lääne maakond";2;"Folkloor";2;"Naised";2008;2008;46
"1223";57;"Lääne maakond";2;"Folkloor";2;"Naised";2009;2009;46
"1224";57;"Lääne maakond";2;"Folkloor";2;"Naised";2010;2010;46
"1225";57;"Lääne maakond";2;"Folkloor";2;"Naised";2011;2011;64
"1226";57;"Lääne maakond";2;"Folkloor";2;"Naised";2012;2012;72
"1227";57;"Lääne maakond";2;"Folkloor";2;"Naised";2013;2013;72
"1228";57;"Lääne maakond";2;"Folkloor";2;"Naised";2014;2014;69
"1229";57;"Lääne maakond";2;"Folkloor";2;"Naised";2015;2015;69
"1230";57;"Lääne maakond";2;"Folkloor";2;"Naised";2016;2016;56
"1231";57;"Lääne maakond";2;"Folkloor";2;"Naised";2017;2017;56
"1232";57;"Lääne maakond";2;"Folkloor";2;"Naised";2018;2018;33
"1233";57;"Lääne maakond";3;"Harrastusteater";1;"Mehed";2008;2008;72
"1234";57;"Lääne maakond";3;"Harrastusteater";1;"Mehed";2009;2009;68
"1235";57;"Lääne maakond";3;"Harrastusteater";1;"Mehed";2010;2010;95
"1236";57;"Lääne maakond";3;"Harrastusteater";1;"Mehed";2011;2011;97
"1237";57;"Lääne maakond";3;"Harrastusteater";1;"Mehed";2012;2012;87
"1238";57;"Lääne maakond";3;"Harrastusteater";1;"Mehed";2013;2013;87
"1239";57;"Lääne maakond";3;"Harrastusteater";1;"Mehed";2014;2014;78
"1240";57;"Lääne maakond";3;"Harrastusteater";1;"Mehed";2015;2015;78
"1241";57;"Lääne maakond";3;"Harrastusteater";1;"Mehed";2016;2016;77
"1242";57;"Lääne maakond";3;"Harrastusteater";1;"Mehed";2017;2017;77
"1243";57;"Lääne maakond";3;"Harrastusteater";1;"Mehed";2018;2018;50
"1244";57;"Lääne maakond";3;"Harrastusteater";2;"Naised";2008;2008;179
"1245";57;"Lääne maakond";3;"Harrastusteater";2;"Naised";2009;2009;187
"1246";57;"Lääne maakond";3;"Harrastusteater";2;"Naised";2010;2010;211
"1247";57;"Lääne maakond";3;"Harrastusteater";2;"Naised";2011;2011;206
"1248";57;"Lääne maakond";3;"Harrastusteater";2;"Naised";2012;2012;192
"1249";57;"Lääne maakond";3;"Harrastusteater";2;"Naised";2013;2013;192
"1250";57;"Lääne maakond";3;"Harrastusteater";2;"Naised";2014;2014;154
"1251";57;"Lääne maakond";3;"Harrastusteater";2;"Naised";2015;2015;154
"1252";57;"Lääne maakond";3;"Harrastusteater";2;"Naised";2016;2016;144
"1253";57;"Lääne maakond";3;"Harrastusteater";2;"Naised";2017;2017;144
"1254";57;"Lääne maakond";3;"Harrastusteater";2;"Naised";2018;2018;89
"1255";57;"Lääne maakond";4;"Koorimuusika";1;"Mehed";2008;2008;205
"1256";57;"Lääne maakond";4;"Koorimuusika";1;"Mehed";2009;2009;136
"1257";57;"Lääne maakond";4;"Koorimuusika";1;"Mehed";2010;2010;169
"1258";57;"Lääne maakond";4;"Koorimuusika";1;"Mehed";2011;2011;235
"1259";57;"Lääne maakond";4;"Koorimuusika";1;"Mehed";2012;2012;203
"1260";57;"Lääne maakond";4;"Koorimuusika";1;"Mehed";2013;2013;203
"1261";57;"Lääne maakond";4;"Koorimuusika";1;"Mehed";2014;2014;193
"1262";57;"Lääne maakond";4;"Koorimuusika";1;"Mehed";2015;2015;216
"1263";57;"Lääne maakond";4;"Koorimuusika";1;"Mehed";2016;2016;210
"1264";57;"Lääne maakond";4;"Koorimuusika";1;"Mehed";2017;2017;210
"1265";57;"Lääne maakond";4;"Koorimuusika";1;"Mehed";2018;2018;168
"1266";57;"Lääne maakond";4;"Koorimuusika";2;"Naised";2008;2008;866
"1267";57;"Lääne maakond";4;"Koorimuusika";2;"Naised";2009;2009;753
"1268";57;"Lääne maakond";4;"Koorimuusika";2;"Naised";2010;2010;758
"1269";57;"Lääne maakond";4;"Koorimuusika";2;"Naised";2011;2011;755
"1270";57;"Lääne maakond";4;"Koorimuusika";2;"Naised";2012;2012;706
"1271";57;"Lääne maakond";4;"Koorimuusika";2;"Naised";2013;2013;706
"1272";57;"Lääne maakond";4;"Koorimuusika";2;"Naised";2014;2014;698
"1273";57;"Lääne maakond";4;"Koorimuusika";2;"Naised";2015;2015;766
"1274";57;"Lääne maakond";4;"Koorimuusika";2;"Naised";2016;2016;790
"1275";57;"Lääne maakond";4;"Koorimuusika";2;"Naised";2017;2017;790
"1276";57;"Lääne maakond";4;"Koorimuusika";2;"Naised";2018;2018;666
"1277";57;"Lääne maakond";5;"Muu vokaalmuusika";1;"Mehed";2008;2008;6
"1278";57;"Lääne maakond";5;"Muu vokaalmuusika";1;"Mehed";2009;2009;4
"1279";57;"Lääne maakond";5;"Muu vokaalmuusika";1;"Mehed";2010;2010;9
"1280";57;"Lääne maakond";5;"Muu vokaalmuusika";1;"Mehed";2011;2011;15
"1281";57;"Lääne maakond";5;"Muu vokaalmuusika";1;"Mehed";2012;2012;14
"1282";57;"Lääne maakond";5;"Muu vokaalmuusika";1;"Mehed";2013;2013;14
"1283";57;"Lääne maakond";5;"Muu vokaalmuusika";1;"Mehed";2014;2014;16
"1284";57;"Lääne maakond";5;"Muu vokaalmuusika";1;"Mehed";2015;2015;44
"1285";57;"Lääne maakond";5;"Muu vokaalmuusika";1;"Mehed";2016;2016;38
"1286";57;"Lääne maakond";5;"Muu vokaalmuusika";1;"Mehed";2017;2017;38
"1287";57;"Lääne maakond";5;"Muu vokaalmuusika";1;"Mehed";2018;2018;32
"1288";57;"Lääne maakond";5;"Muu vokaalmuusika";2;"Naised";2008;2008;24
"1289";57;"Lääne maakond";5;"Muu vokaalmuusika";2;"Naised";2009;2009;26
"1290";57;"Lääne maakond";5;"Muu vokaalmuusika";2;"Naised";2010;2010;31
"1291";57;"Lääne maakond";5;"Muu vokaalmuusika";2;"Naised";2011;2011;42
"1292";57;"Lääne maakond";5;"Muu vokaalmuusika";2;"Naised";2012;2012;43
"1293";57;"Lääne maakond";5;"Muu vokaalmuusika";2;"Naised";2013;2013;43
"1294";57;"Lääne maakond";5;"Muu vokaalmuusika";2;"Naised";2014;2014;83
"1295";57;"Lääne maakond";5;"Muu vokaalmuusika";2;"Naised";2015;2015;93
"1296";57;"Lääne maakond";5;"Muu vokaalmuusika";2;"Naised";2016;2016;75
"1297";57;"Lääne maakond";5;"Muu vokaalmuusika";2;"Naised";2017;2017;75
"1298";57;"Lääne maakond";5;"Muu vokaalmuusika";2;"Naised";2018;2018;60
"1299";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2008;2008;94
"1300";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2009;2009;72
"1301";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2010;2010;72
"1302";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2011;2011;46
"1303";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2012;2012;48
"1304";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2013;2013;48
"1305";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2014;2014;48
"1306";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2015;2015;50
"1307";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2016;2016;50
"1308";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2017;2017;50
"1309";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2018;2018;47
"1310";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2008;2008;66
"1311";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2009;2009;68
"1312";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2010;2010;73
"1313";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2011;2011;61
"1314";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2012;2012;57
"1315";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2013;2013;57
"1316";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2014;2014;51
"1317";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2015;2015;48
"1318";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2016;2016;50
"1319";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2017;2017;50
"1320";57;"Lääne maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2018;2018;34
"1321";57;"Lääne maakond";7;"Rahvatants";1;"Mehed";2008;2008;281
"1322";57;"Lääne maakond";7;"Rahvatants";1;"Mehed";2009;2009;265
"1323";57;"Lääne maakond";7;"Rahvatants";1;"Mehed";2010;2010;295
"1324";57;"Lääne maakond";7;"Rahvatants";1;"Mehed";2011;2011;297
